"","year","journal","title","keywords","abstract"
"ISI:000472999700020","2019","SCIENTIFIC REPORTS","DNA extraction and amplicon production strategies deeply influence the   outcome of gut mycobiome studies"," FUNGAL MICROBIOTA; COMMUNITY; IDENTIFICATION; METAGENOMES; DIVERSITY;   DYSBIOSIS; PRIMERS; MARKER; REGION; BIASES ;","Microbial ecology studies are often performed through extraction of   metagenomic DNA followed by amplification and sequencing of a marker. It   is known that each step may bias the results. These biases have been   explored for the study of bacterial communities, but rarely for fungi.   Our aim was therefore to evaluate methods for the study of the gut   mycobiome. We first evaluated DNA extraction methods in fungal cultures   relevant to the gut. Afterwards, to assess how these methods would   behave with an actual sample, stool from a donor was spiked with cells   from the same cultures. We found that different extraction kits favour   some species and bias against others. In terms of amplicon sequencing,   we evaluated five primer sets, two for ITS2 and one for ITS1, 185 and   285 rRNA. Results showed that 185 rRNA outperformed the other markers:   it was able to amplify all the species in the mock community and to   discriminate among them. ITS primers showed both amplification and   sequencing biases, the latter related to the variable length of the   product. We identified several biases in the characterisation of the gut   mycobiome and showed how crucial it is to be aware of these before   drawing conclusions from the results of these studies."
"ISI:000469307500005","2019","FUNGAL GENETICS AND BIOLOGY","Profound mycobiome differences between segregated mouse colonies do not   influence Th17 responses to a newly introduced gut fungal commensal"," INFLAMMATION; EXPANSION; INDUCTION; COLITIS ;","Gut mycobiota dysbiosis can negatively impact the outcome of several   diseases of inflammatory origin, suggesting a role of the mycobiota in   influencing the host immunity. However, it is unknown whether the gut   mycobiota composition can create an immune environment that would   influence the immune response to a newly introduced intestinal fungus.   Using ITS1 deep sequencing, we evaluated the mycobiome structure of   C57BL/6J mice acquired from Jackson (JAX) or bred in a controlled   environment at a dedicated room in our own mouse facility (WCM-CE) for   several generations. We found that C57BL/6J mice from these segregated   mouse colonies harbor dramatically different mycobiota. To assess   whether the mycobiota make up can influence immune responses to   colonization with a fungus foreign to the murine GI tract, we colonized   JAX and WCM-CE mice with the human commensal C. albicans and measured   Th17 responses in the gut. We found that independent of mycobiota   composition, mice produced strong Th17 responses to gastrointestinal C.   albicans colonization. Our data suggest that different mouse colonies   can carry dramatically different mycobiota. Nevertheless, strong Th17   responses to a newly introduced opportunistic commensal fungus are   potently induced independent of the mycobiota background in this   experimental setting."
"ISI:000469228500010","2019","JOURNAL OF MICROBIOLOGY","Gastrointestinal microbiota alteration induced by Mucor circinelloides   in a murine model","microbiota; mycobiota; mycobiome; Mucor; fungi in the guts AKKERMANSIA-MUCINIPHILA; INTESTINAL PERMEABILITY; 3-NITROPROPIONIC ACID;   FUNGAL DYSBIOSIS; INFLAMMATION; COMMUNITIES; ZYGOMYCOSIS; DIVERSITY ;","Mucor circinelloides is a pathogenic fungus and etiologic agent of   mucormycosis. In 2013, cases of gastrointestinal illness after yogurt   consumption were reported to the US FDA, and the producer found that its   products were contaminated with Mucor. A previous study found that the   Mucor strain isolated from an open contaminated yogurt exhibited   virulence in a murine systemic infection model and showed that this   strain is capable of surviving passage through the gastrointestinal   tract of mice. In this study, we isolated another Mucor strain from an   unopened yogurt that is closely related but distinct from the first   Mucor strain and subsequently examined if Mucor alters the gut   microbiota in a murine host model. DNA extracted from a ten-day course   of stool samples was used to analyze the microbiota in the   gastrointestinal tracts of mice exposed via ingestion of Mucor spores.   The bacterial 16S rRNA gene and fungal ITS1 sequences obtained were used   to identify taxa of each kingdom. Linear regressions revealed that there   are changes in bacterial and fungal abundance in the gastrointestinal   tracts of mice which ingested Mucor. Furthermore, we found an increased   abundance of the bacterial genus Bacteroides and a decreased abundance   of the bacteria Akkermansia muciniphila in the gastrointestinal tracts   of exposed mice. Measurements of abundances show shifts in relative   levels of multiple bacterial and fungal taxa between mouse groups. These   findings suggest that exposure of the gastrointestinal tract to Mucor   can alter the microbiota and, more importantly, illustrate an   interaction between the intestinal mycobiota and bacteriota. In   addition, Mucor was able to induce increased permeability in epithelial   cell monolayers in vitro, which might be indicative of unstable   intestinal barriers. Understanding how the gut microbiota is shaped is   important to understand the basis of potential methods of treatment for   gastrointestinal illness. How the gut microbiota changes in response to   exposure, even by pathogens not considered to be causative agents of   food-borne illness, may be important to how commercial food producers   prevent and respond to contamination of products aimed at the public.   This study provides evidence that the fungal microbiota, though   understudied, may play an important role in diseases of the human gut."
"ISI:000468384100002","2019","3 BIOTECH","Isolation of phytase-producing yeasts from rice seedlings for   prospective probiotic applications","Endophyte; Rice; Mycobiome; Ascomycota; Plant growth-promoting DIVERSITY; FUNGI; ROOTS; COLONIZATION; COMMUNITIES; ENDOPHYTES;   MICROBIOTA; BACTERIAL ;","The yeasts transmitted from seeds to sprouts might be used as probiotics   for host plants. To investigate the inheritable yeasts of rice plants   for probiotics, the fungal internal transcribed spacer (ITS) regions   (ITS1 and ITS2) in rice sprouts were analyzed by Illumina-based   sequencing. The fungal genera Candida, Mortierella, Alternaria,   Penicillium, and Tomentella were revealed by both ITS1 and ITS2 sequence   analysis. The endophytic yeasts were isolated from rice sprouts by yeast   selective medium. Compared with the negative controls, inoculation of   isolate Y3 released 2.2 folds higher concentration of free phosphate in   soybean meal broth. Most of the phytase activities were located in the   yeast cell interiors. The shoot lengths, shoot fresh weights, and root   fresh weights of inoculated seedlings increased by 35\%, 80\%, and 60\%   compared with the control seedlings, respectively. The results suggested   that the rice sprouts contained diverse phytase-producing yeasts   transmitted from seeds. These yeasts might be adopted as prospective   probiotics to improve rice growth by increasing phosphate utilization   efficacy."
"ISI:000464986200021","2019","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","Mycobiome Profiles in Breast Milk from Healthy Women Depend on Mode of   Delivery, Geographic Location, and Interaction with Bacteria","fungi; Illumina sequencing; microbiota; mycobiota; breast milk MULTIPLE SEQUENCE ALIGNMENT; CANDIDA-ALBICANS; FUNGAL COMMUNITIES; GUT   MICROBIOTA; ORAL CANDIDA; IMPACT; IDENTIFICATION; ENVIRONMENT;   LACTATION; DIVERSITY ;","Recent studies report the presence of fungal species in breast milk of   healthy mothers, suggesting a potential role in infant mycobiome   development. In the present work, we aimed to determine whether the   healthy human breast milk mycobiota is influenced by geographical   location and mode of delivery, as well as to investigate its interaction   with bacterial profiles in the same samples. A total of 80 mature breast   milk samples from 4 different countries were analyzed by Illumina   sequencing of the internal transcribed spacer 1 (ITS1) region, joining   the 18S and 5.8S regions of the fungal rRNA region. Basidiomycota and   Ascomycota were found to be the dominant phyla, with Malassezia and   Davidiella being the most prevalent genera across countries. A core   formed by Malassezia, Davidiella, Sistotrema, and Penicillium was shared   in the milk samples from the different origins, although specific shifts   in mycobiome composition were associated with geographic location and   delivery mode. The presence of fungi in the breast milk samples was   further confirmed by culture and isolate characterization, and fungal   loads were estimated by quantitative PCR (qPCR) targeting the fungal   ITS1 region. Cooccurrence network analysis of bacteria and fungi showed   complex interactions that were influenced by geographical location, mode   of delivery, maternal age, and pregestational body mass index. The   presence of a breast milk mycobiome was confirmed in all samples   analyzed, regardless of the geographic origin.   IMPORTANCE During recent years, human breast milk has been documented as   a potential source of bacteria for the newborn. Recently, we have   reported the presence of fungi in breast milk from healthy mothers. It   is well known that environmental and perinatal factors can affect milk   bacteria; however, the impact on milk fungi is still unknown. The   current report describes fungal communities (mycobiota) in breast milk   samples across different geographic locations and the influence of the   mode of delivery. We also provide novel insights on bacterium-fungus   interactions, taking into account environmental and perinatal factors.   We identified a core of four genera shared across locations, consisting   of Malassezia, Davidiella, Sistotrema, and Penicillium, which have been   reported to be present in the infant gut. Our data confirm the presence   of fungi in breast milk across continents and support the potential role   of breast milk in the initial seeding of fungal species in the infant   gut."
"ISI:000473611900025","2019","INFLAMMATORY BOWEL DISEASES","Starch Consumption May Modify Antiglycan Antibodies and Fecal Fungal   Composition in Patients With Ileo-Anal Pouch","IBD; mycobiome; diet; carbohydrate; serology; specific carbohydrates   diet INFLAMMATORY-BOWEL-DISEASE; CROHNS-DISEASE; CANDIDA-ALBICANS;   ULCERATIVE-COLITIS; SEROLOGICAL MARKERS; CELL-WALL; INTESTINAL BARRIER;   CARBOHYDRATE-DIET; ESCHERICHIA-COLI; GUT MICROBIOTA ;","Background: Inflammatory bowel diseases (IBDs) are characterized by   serologic responses to glycans. Patients with ulcerative colitis (UC)   after proctocolectomy with ileo-anal anastomosis (pouch surgery) may   develop inflammation (pouchitis) that resembles Crohn's disease (CD). We   hypothesized that patients' serologic responses were affected by their   consumption of dietary sugars. This study analyzed the correlations   between antiglycan antibody expression and dietary sugar consumption in   patients with UC pouch and the evolution in antibody levels over time.   Methods: Patients were followed prospectively for 2 consecutive visits.   The following antiglycan carbohydrate antibodies were detected by   enzyme-linked immunosorbent assay: antichitobioside (ACCA),   antilaminaribioside (ALCA), antimannobioside (AMCA), and   anti-Saccharomyces cerevisiae (ASCA) antibodies. Patients completed a   food frequency questionnaire. The fungal community in patients' fecal   samples was analyzed by sequencing the internal transcribed spacer 2   (ITS2) region of nuclear ribosomal DNA.   Results: We included 75 UC pouch patients aged 45.2 +/- 14 years who   underwent pouch surgery 9.8 +/- 6.7 years previously. Of these patients,   34.7\% (n = 26) showed seropositivity for antiglycan antibodies. Starch   consumption was significantly higher in patients with positive serologic   responses (P = 0.05). Higher starch consumption was associated with   higher AMCA and ACCA titers, which increased by 4.08\% (0.8\%-7.4\%; P =   0.014) and 4.8\% (0.7\%-9.1\%; P = 0.007), respectively, for each 10-g   increase of dietary starch. The per-patient change in the relative   abundance of Candida albicans in fecal samples correlated positively   with changes in starch consumption (Spearman's r = 0.72; P = 0.012).   Conclusions: Starch consumption correlated with positive antiglycan   serology (ACCA and AMCA), suggesting that increased dietary starch   intake may promote a specific immune response in patients with IBD."
"ISI:000461871000015","2019","ENVIRONMENTAL MICROBIOLOGY REPORTS","Targeted metagenomics approach to capture the biodiversity of   Saccharomyces genus in wild environments"," POPULATION GENOMICS; SP NOV.; CEREVISIAE; PARADOXUS; KUDRIAVZEVII;   EUBAYANUS; IDENTIFICATION; COMPLEX ;","The species of the genus Saccharomyces are commonly inhabiting tree bark   and the surrounding soil, but their abundance have likely been   underestimated due to biases in culturing methods. Metagenomic studies   have so far been unable to detect Saccharomyces species in wild   environments. Here, we sequenced the mycobiome of soils surrounding   different trees at various altitudes in the Italian Alps. To survey for   yeasts species belonging to Saccharomyces genus rather than other fungal   species, we performed a selectivity step involving the isolation of the   internal transcribed spacer (ITS) region that is specific to this yeast   group. Reads mapping to Saccharomyces species were detected in all soil   samples, including reads for S. mikatae and for S. eubayanus. ITS1   alignment of the S. cerevisiae, S. paradoxus and S. kudriavzevii   sequences showed up to three base pair polymorphisms with other known   strains, indicating possible new lineages. Basidiomycetous fungi were   still the dominant species, compared to the Ascomycota, but the   selectivity step allowed for the first time the detection and study of   the biodiversity of the Saccharomyces species in their natural   environment."
"ISI:000461765900032","2019","PLOS ONE","Fungicides have complex effects on the wheat phyllosphere mycobiome"," WINTER-WHEAT; PUCCINIA-STRIIFORMIS; FUNGAL; IDENTIFICATION; COMMUNITIES;   INHIBITORS; INFECTION; PATHOGENS; MARKERS; YIELD ;","Effects of fungicide treatments on non-target fungi in the phyllosphere   are not well known. We studied community composition and dynamics of   target (Puccinia striiformis) and non-target fungi in wheat that was   heavily infected with yellow rust. Mycobiotas in bulk leaf samples and   individual leaves were studied by metabarcoding targeting the internal   transcribed spacer-1 (ITS1) region of the ribosomal DNA. The amount of   yellow rust in individual samples was quantified by qPCR (quantitative   PCR). In addition, septoria tritici blotch (Zymo-septoria tritici),   powdery mildew (Blumeria graminis), tan spot (Pyrenophora   tritici-repentis), and yellow rust (P. striiformis) were visually   evaluated. We showed how fungal communities were affected by three   different broad-spectrum fungicides that had been applied at different   timings and doses to control Puccinia striiformis. We showed that fungal   content was relatively constant even after fungicide treatments.   Principal component analysis demonstrated that communities from   fungicide-treated plots could be separated from the communities in   non-treated plots. We observed effects of fungicide treatments on fungal   communities using different dose, timing and products. Some fungi,   including the target organism P. striiformis were effectively controlled   by most of the fungicide applications whereas some yeasts and also P.   tritici-repentis increased after treatments. We demonstrated the   feasibility of using metabarcoding as a supplement to visual assessments   of fungicide effects on target as well as non-target fungi."
"ISI:000461257200001","2019","FRONTIERS IN MICROBIOLOGY","Mycobiome Sequencing and Analysis Applied to Fungal Community Profiling   of the Lower Respiratory Tract During Fungal Pathogenesis","mycobiome; internal transcribed spacer; mock community; respiratory   tract; Blastomyces INTERNAL TRANSCRIBED SPACER; TOPOGRAPHIC DIVERSITY; BACTERIAL;   IDENTIFICATION; MICROBIOTA; ABUNDANCE; MYCOSES; IMPACT; REGION; BIAS ;","Invasive fungal infections are an increasingly important cause of human   morbidity and mortality. We generated a next-generation sequencing   (NGS)-based method designed to detect a wide range of fungi and applied   it to analysis of the fungal microbiome (mycobiome) of the lung during   fungal infection. Internal transcribed spacer 1 (ITS1) amplicon   sequencing and a custom analysis pipeline detected 96\% of species from   three mock communities comprised of potential fungal lung pathogens with   good recapitulation of the expected species distributions (Pearson   correlation coefficients r = 0.63, p = 0.004; r = 0.71, p < 0.001; r =   0.62, p = 0.002). We used this pipeline to analyze mycobiomes of   bronchoalveolar lavage (BAL) specimens classified as culture-negative (n   = 50) or culture-positive (n = 39) for Blastomyces   dermatitidis/gilchristii, the causative agent of North America   blastomycosis. Detected in 91.4\% of the culture-positive samples,   Blastomyces dominated (>50\% relative abundance) the mycobiome in 68.6\%   of these culture-positive samples but was absent in culturenegative   samples. To overcome any bias in relative abundance due to   between-sample variation in fungal biomass, an abundance-weighting   calculation was used to normalize the data by accounting for   sample-specific PCR cycle number and PCR product concentration data   utilized during sample preparation. After normalization, there was a   statistically significant greater overall abundance of ITS1 amplicon in   the Blastomycesculture-positive samples versus culture-negative samples.   Moreover, the normalization revealed a greater biomass of yeast and   environmental fungi in several Blastomycesculture-positive samples than   in the culture-negative samples. Successful detection of Coccidioides,   Scedosporium, Phaeoacremonium, and Aspergillus in 6 additional   culture-positive BALs by ITS1 amplicon sequencing demonstrates the   ability of this method to detect a broad range of fungi from clinical   specimens, suggesting that it may be a potentially useful adjunct to   traditional fungal microbiological testing for the diagnosis of   respiratory mycoses."
"ISI:000467083600004","2019","MSYSTEMS","Altered Bacterial-Fungal Interkingdom Networks in the Guts of Ankylosing   Spondylitis Patients","ankylosing spondylitis; dysbiosis; interkingdom network; microbiota;   mycobiota PSORIATIC-ARTHRITIS; RADIOGRAPHIC PROGRESSION; COMMENSAL FUNGI;   MICROBIOTA; INFLAMMATION; DYSBIOSIS; DISEASE; SPONDYLOARTHRITIS;   INTERLEUKIN-23; ASSOCIATION ;","Intestinal bacterial dysbiosis has been increasingly linked to   ankylosing spondylitis (AS), which is a prototypic and best studied   subtype of spondyloarthritis (SpA). Fungi and bacteria coexist in the   human gut and interact with each other. Although they have been shown to   contribute actively to health or disease, no studies have investigated   whether the fungal microbiota in AS patients is perturbed. In this   study, fecal samples from 22 AS patients, with clinical and radiographic   assessments, and 16 healthy controls (HCs) were collected to   systematically characterize the gut microbiota and mycobiota in AS   patients by 16S rRNA gene- and ITS2-based DNA sequencing. Our results   showed that the microbiota of AS patients was characterized by increased   abundance of Proteobacteria and decreased Bacteroidetes, which was   contributed by enrichment of Escherichia-Shigella, Veillonella, La   NK4A136 group, and reduction of Prevotella strain 9, Megamona, and   Fusobacterium. The gut mycobiota of AS patients was characterized by   higher levels of Ascomycota, especially the class of Dothideomycetes,   and decreased abundance of Basidiomycota, which was mainly contributed   by the decease of Agaricales. Compared to HCs, decreased ITS2/16S   biodiversity ratios and altered bacterial-fungal interkingdom networks   were observed in AS patients. Compared with nonsteroidal   anti-inflammatory drugs (NSAIDs), treating AS patients with biological   agents induced obvious changes in the gut mycobiota, and this result was   highly associated with disease activity indexes, including AS disease   activity index (ASDAS) C-reactive protein (asCRP), erythrocyte   sedimentation rate (ESR), and Bath AS disease activity index (BASDAI).   In addition, altered mycobiota in AS patients was also found associated   with the degree of radiographic damage.   IMPORTANCE The human gut is colonized by diverse fungi (mycobiota), and   fungi have long been suspected in the pathogenesis of SpA. Our study   unraveled a disease-specific interkingdom network alteration in AS,   suggesting that fungi, or the interkingdom interactions between bacteria   and fungi, may play an essential role in AS development. However, our   study is limited by sample size, and in-depth mechanism studies and   additional large-scale investigations characterizing the gut mycobiome   in AS patients are needed to form a foundation for research into the   relationship between mycobiota dysbiosis and AS development."
"ISI:000448228300001","2019","JOURNAL OF ORAL MICROBIOLOGY","Preliminary study of the oral mycobiome of children with and without   dental caries","Dental caries; fungi; oral microbiome; mycobiome; ITS MUTANS STREPTOCOCCI; CANDIDA-ALBICANS; ACID PRODUCTION; BACTERIA;   IDENTIFICATION; ALTERNARIA; MARKER; REGION; TEETH; SPP. ;","Children's oral health is in a dire state, with dental decay (caries)   being one of the most common chronic diseases. While the role of   bacteria in the oral microbiome and dental caries is established, the   contribution of fungi is relatively unknown. We assessed the oral   mycobiome in childhood (n = 17), to determine if the composition of   fungi varies between children with and without caries. Oral mycobiome   composition was assessed by using Illumina MiSeq to sequence the ITS2   region, which was amplified from dental plaque. This revealed that the   oral mycobiome in the investigated children contained 46 fungal species.   Candida albicans was the most abundant species and was ubiquitous in all   samples, indicating this species may not be involved in caries   development as previously suggested. While the overall diversity of   fungi was similar, independent of caries status (p > 0.05), we found   caries influenced the abundance of specific fungi. Children without   caries had a significantly higher abundance of 17 species compared to   children with caries, which had three enriched species (p < 0.001).   While the differentially abundant species between health and caries may   be specific to an Australian population, our findings indicate the   mycobiome plays a role in oral health."
"ISI:000454298500005","2018","CLINICAL AND EXPERIMENTAL DENTAL RESEARCH","Microbial and inflammatory-based salivary biomarkers of head and neck   squamous cell carcinoma","cytokines; head and neck cancer; oral microbiome; oral mycobiome; saliva PORPHYROMONAS-GINGIVALIS; STREPTOCOCCUS-ANGINOSUS; ORAL-CANCER;   PERIODONTITIS; RISK ;","Head and neck squamous cell carcinoma (HNSCC) patients often present   with poor oral health, making it difficult to assess the relationship   between oral microbes, inflammation, and carcinoma. This study   investigates salivary microbes and inflammatory cytokines as biomarkers   for HNSCC, with consideration of oral health. Saliva was collected from   30 participants, including 14 HNSCC patients and 16 participants   representing both dentally compromised and healthy individuals.   Bacterial and fungal communities were analyzed based on 16S rRNA gene   and ITS1 amplicon sequencing, respectively, and concentrations of   inflammatory cytokines were quantified using a cytometric bead array,   with flow cytometry. Diversity-based analyses revealed that the   bacterial communities of HNSCC patients were significantly different to   those of the healthy control group but not the dentally compromised   patients. Fungal communities were dominated by Candida, irrespective of   cohort, with Candida albicans comprising >= 96\% of fungal sequences in   most HNSCC patients. Significantly higher concentrations of interleukin   (IL)-1 beta and IL-8 were detected in HNSCC and dentally compromised   patients, when independently compared with healthy controls. IL-1 beta   and IL-8 concentrations were significantly positively correlated with   the abundance of C. albicans. Our findings suggest that salivary   microbial and inflammatory biomarkers of HNSCC are influenced by oral   health."
"ISI:000441204700005","2018","MYCOLOGICAL PROGRESS","ITS2 metabarcoding analysis complements lichen mycobiome diversity data","Ascomycetes; Basidiomycetes; Endophytes; Fungal isolates; Ion torrent;   ITS1 INTERNAL TRANSCRIBED SPACER; INTRAGENOMIC VARIATION; LICHENICOLOUS   FUNGI; ENDOLICHENIC FUNGI; BLACK FUNGI; DNA BARCODE; REGION;   IDENTIFICATION; COMMUNITIES; PIPELINE ;","Lichen thalli harbor complex fungal communities (mycobiomes) of species   with divergent trophic and ecological strategies. The complexity and   diversity of lichen mycobiomes are still largely unknown, despite   surveys combining culture-based methods and high-throughput sequencing   (HTS). The results of such surveys are strongly influenced by the   barcode locus chosen, its sensitivity in discriminating taxa, and the   depth to which public sequence repositories cover the phylogenetic   spectrum of fungi. Here, we use HTS of the internal transcribed spacer 2   (ITS2) to assess the taxonomic composition and diversity of a   well-characterized, alpine rock lichen community that includes thalli   symptomatically infected by lichenicolous fungi as well as asymptomatic   thalli. Taxa belonging to the order Chaetothyriales are the major   components of the observed lichen mycobiomes. We predict sequences   representative of lichenicolous fungi characterized morphologically and   assess their asymptomatic presence in lichen thalli. We demonstrated the   limitations of metabarcoding in fungi and show how the estimation of   species diversity widely differs when ITS1 or ITS2 are used as barcode,   and particularly biases the detection of Basidiomycota. The   complementary analysis of both ITS1 and ITS2 loci is therefore required   to reliably estimate the diversity of lichen mycobiomes."
"ISI:000440768100009","2018","PLOS ONE","Combined bacterial and fungal intestinal microbiota analyses: Impact of   storage conditions and DNA extraction protocols"," FECAL SAMPLES; IDENTIFICATION; DIVERSITY; MYCOBIOME; STANDARDS; HEALTH ;","Background   The human intestinal microbiota contains a vast community of   microorganisms increasingly studied using high-throughput DNA   sequencing. Standardized protocols for storage and DNA extraction from   fecal samples have been established mostly for bacterial microbiota   analysis. Here, we investigated the impact of storage and DNA extraction   on bacterial and fungal community structures detected concomitantly.   Methods   Fecal samples from healthy adults were stored at -80'C as such or   diluted in RNAlater0 and subjected to 2 extraction protocols with   mechanical lysis: the Powersoil (R) MoBio kit or the International Human   Microbiota Standard (IHMS) Protocol Q. Libraries of the 12 samples   targeting the V3-V4 16S and the ITS1 regions were prepared using   Metabiote (R) (Genoscreen) and sequenced on GS-FLX-454. Sequencing data   were analysed using SHAMAN (http://shaman.pasteur.fr/). The bacterial   and fungal microbiota were compared in terms of diversity and relative   abundance.   Results   We obtained 171869 and 199089 quality-controlled reads for 16S and ITS,   respectively. All 16S reads were assigned to 41 bacterial genera; only   52\% of ITS reads were assigned to 40 fungal genera/section. Rarefaction   curves were satisfactory in 3/3 and 2/3 subjects for 16S and ITS,   respectively. PCoA showed important inter-individual variability of   intestinal microbiota largely overweighing the effect of storage or   extraction. Storage in RNAlater (R) impacted (downward trend) the   relative abundances of 7/41 bacterial and 6/40 fungal taxa, while   extraction impacted randomly 18/41 bacterial taxa and 1/40 fungal taxon.   Conclusion   Our results showed that RNAlater (R) moderately impacts bacterial or   fungal community structures, while extraction significantly influences   the bacterial composition. For combined bacterial and fungal intestinal   microbiota analysis, immediate sample freezing should be preferred when   feasible, but storage in RNAlater (R) remains an option under   unfavourable conditions or for concomitant metatranscriptomic analysis;   and extraction should rely on protocols validated for bacterial   analysis, such as IHMS Protocol Q, and including a powerful mechanical   lysis, essential for fungal extraction."
"ISI:000438699000001","2018","FRONTIERS IN MICROBIOLOGY","Diversity of Fungal Communities in Heshang Cave of Central China   Revealed by Mycobiome-Sequencing","subterranean karst ecosystem; geomicrobiology; ITS1 region amplicons;   mycobiomes; Illumina HiSeq sequencing; Heshang Cave BACTERIAL DIVERSITY; DNA BARCODE; IDENTIFICATION; BIODIVERSITY;   PHYLOGENY; REGION; AIR ;","Deciphering of the mycobiome in pristine karst caves has been impeded by   constraints of remote locations, inaccessibility to specimens and   technical limitations, which greatly restricted in-depth understanding   of mycobiomes in subterranean ecosystem. Here, mycobiomes of Heshang   Cave in south-western karst region of China were investigated by   Illumina HiSeq sequencing of fungal rRNA-ITS1 gene across different   habitats. In total 793,502 ITS1 reads and 2,179 OTUs from 778 Mb reads   after stringent quality control (030) and 453 genera, 72 orders and 19   classes within 6 phyla were detected. Ascomycota (42\% OTUs) dominated   across the five habitats. Shannon-Wiener index varied from 1.25 to 7.62   and community richness was highest in drip waters, followed by weathered   rocks, bat guanos, sediments, and air samples. Mycobiomes displayed   specificity to five habitats and more distinct OTUs were found in   weathered rocks (12\%) and drip waters (9\%). In contrast, only 6.60\%   core OTUs were shared by five habitats. Notably, weathered rocks   possessed more indicator groups and were revealed for the first time to   be dominated by Sordariomycetes (43\%). The community richness of air   mycobiomes increased from cave entrance to the innermost part and   dominated by the indicator groups of Penicillium mallochii (>30\%) and   P. herquei (> 9\%). Our work represents the largest attempt to date to a   systematical investigation of oligotrophic solution-cave-associated   mycobiomes in China. Our discovery of high diversity of mycobiomes in   Heshang Cave also suggests that eukaryotic microorganisms may play a   crucial role in subsurface environments."
"ISI:000440846300023","2018","EUROPEAN RESPIRATORY JOURNAL","Immunological corollary of the pulmonary mycobiome in bronchiectasis:   the CAMEB study"," ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS; CYSTIC FIBROSIS BRONCHIECTASIS;   TERREUS; COLONIZATION; DISEASE; EXACERBATIONS; CLASSIFICATION;   SENSITIZATION; PATHOGENESIS; MICROBIOME ;","Understanding the composition and clinical importance of the fungal   mycobiome was recently identified as a key topic in a ``research   priorities'' consensus statement for bronchiectasis.   Patients were recruited as part of the CAMEB study: an international   multicentre cross-sectional Cohort of Asian and Matched European   Bronchiectasis patients. The mycobiome was determined in 238 patients by   targeted amplicon shotgun sequencing of the 18S-28S rRNA internally   transcribed spacer regions ITS1 and ITS2. Specific quantitative PCR for   detection of and conidial quantification for a range of airway   Aspergillus species was performed. Sputum galactomannan, Aspergillus   specific IgE, IgG and TARC (thymus and activation regulated chemokine)   levels were measured systemically and associated to clinical outcomes.   The bronchiectasis mycobiome is distinct and characterised by specific   fungal genera, including Aspergillus, Cryptococcus and Clavispora.   Aspergillus fumigatus (in Singapore/Kuala Lumpur) and Aspergillus   terreus (in Dundee) dominated profiles, the latter associating with   exacerbations. High frequencies of Aspergillus-associated disease   including sensitisation and allergic bronchopulmonary aspergillosis were   detected. Each revealed distinct mycobiome profiles, and associated with   more severe disease, poorer pulmonary function and increased   exacerbations.   The pulmonary mycobiome is of clinical relevance in bronchiectasis.   Screening for Aspergillus-associated disease should be considered even   in apparently stable patients."
"ISI:000434153200036","2018","NEW PHYTOLOGIST","Activating biochar by manipulating the bacterial and fungal microbiome   through pre-conditioning","disease suppression; microbial activity; microbial diversity; microbiome   manipulation; mycobiome; plant growth; soil amendments INDUCED SYSTEMIC RESISTANCE; CO-COMPOSTED BIOCHAR; RHIZOSPHERE   MICROBIOME; PLANT-GROWTH; SOIL-MOISTURE; ROOT-ROT; COMMUNITY STRUCTURE;   BIOLOGICAL-CONTROL; RESPONSES; DIVERSITY ;","Biochar can enhance plant growth and reduce diseases, but frequently the   optimal doses for these two benefits do not coincide. An approach is   needed that will extend the range of biochar doses resulting in a   concurrence of maximum benefits for both plant productivity and disease   suppression.   A biochar-amended growth medium was pre-conditioned by pre-planting   fertigation in order to enhance the indigenous microbial community   structure and activity. Cucumber plant performance and resistance   against damping-off caused by Pythium aphanidermatum were monitored.   Soil microbial activity, as well as bacterial and fungal community   structure, were assessed by high-throughput 16S rRNA and ITS1 gene   amplicon sequencing.   Pre-conditioning enhanced the efficacy of biochar for improving plant   performance and suppressing soilborne disease through enriching the   medium in beneficial soil microorganisms, increasing microbial and   fungal diversity and activity, and eliminating biochar phytotoxic   compounds.   The pre-conditioning process brought dose-response curves for both   growth and disease resistance into sync, resulting in maximum benefits   for both. These findings suggest that pre-conditioning should be   incorporated as an important stage during biochar application in soil   and soilless media."
