"","year","journal","title","keywords","abstract"
"ISI:000462714500001","2019","FRONTIERS IN MICROBIOLOGY","Fungal-Bacterial Networks in the Populus Rhizobiome Are Impacted by Soil   Properties and Host Genotype","Populus deltoides; fungal communities; bacterial communities;   microbiome; NGS sequencing; arbuscular mycorrhizal fungi; endophytes;   rhizosphere ARBUSCULAR MYCORRHIZAL FUNGI; MICROBIAL COMMUNITIES; ROOT MICROBIOME;   IDENTIFICATION; RHIZOSPHERE; ENVIRONMENT; ENDOSPHERE; RESISTANCE;   PATHOGENS; SEQUENCES ;","Plant root-associated microbial symbionts comprise the plant rhizobiome.   These microbes function in provisioning nutrients and water to their   hosts, impacting plant health and disease. The plant microbiome is   shaped by plant species, plant genotype, soil and environmental   conditions, but the contributions of these variables are hard to   disentangle from each other in natural systems. We used bioassay common   garden experiments to decouple plant genotype and soil property impacts   on fungal and bacterial community structure in the Populus rhizobiome.   High throughput amplification and sequencing of 16S, ITS, 28S and 18S   rDNA was accomplished through 454 pyrosequencing. Co-association   patterns of fungal and bacterial taxa were assessed with 16S and ITS   datasets. Community bipartite fungal-bacterial networks and PERMANOVA   results attribute significant difference in fungal or bacterial   communities to soil origin, soil chemical properties and plant genotype.   Indicator species analysis identified a common set of root bacteria as   well as endophytic and ectomycorrhizal fungi associated with Populus in   different soils. However, no single taxon, or consortium of microbes,   was indicative of a particular Populus genotype. Fungal-bacterial   networks were over-represented in arbuscular mycorrhizal, endophytic,   and ectomycorrhizal fungi, as well as bacteria belonging to the orders   Rhizobiales, Chitinophagales, Cytophagales, and Burkholderiales. These   results demonstrate the importance of soil and plant genotype on   fungal-bacterial networks in the belowground plant microbiome."
"ISI:000459327600015","2019","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","Towards Quantitative Microbiome Community Profiling Using Internal   Standards","amplicon sequencing; community profiling; internal standard; marine   microbiome PHAEOCYSTIS-ANTARCTICA; GENOME SEQUENCE; MARINE; PHYTOPLANKTON;   QUANTIFICATION; ABUNDANCES; BACTERIA; OCEAN; METAGENOMICS; VARIABILITY ;","An inherent issue in high-throughput rRNA gene tag sequencing microbiome   surveys is that they provide compositional data in relative abundances.   This often leads to spurious correlations, making the interpretation of   relationships to biogeochemical rates challenging. To overcome this   issue, we quantitatively estimated the abundance of microorganisms by   spiking in known amounts of internal DNA standards. Using a 3-year   sample set of diverse microbial communities from the Western Antarctica   Peninsula, we demonstrated that the internal standard method yielded   community profiles and taxon cooccurrence patterns substantially   different from those derived using relative abundances. We found that   the method provided results consistent with the traditional CHEMTAX   analysis of pigments and total bacterial counts by flow cytometry. Using   the internal standard method, we also showed that chloroplast 16S rRNA   gene data in microbial surveys can be used to estimate abundances of   certain eukaryotic phototrophs such as cryptophytes and diatoms. In   Phaeocystis, scatter in the 16S/18S rRNA gene ratio may be explained by   physiological adaptation to environmental conditions. We conclude that   the internal standard method, when applied to rRNA gene microbial   community profiling, is quantitative and that its application will   substantially improve our understanding of microbial ecosystems.   IMPORTANCE High-throughput-sequencing-based marine microbiome profiling   is rapidly expanding and changing how we study the oceans. Although   powerful, the technique is not fully quantitative; it provides taxon   counts only in relative abundances. In order to address this issue, we   present a method to quantitatively estimate microbial abundances per   unit volume of seawater filtered by spiking known amounts of internal   DNA standards into each sample. We validated this method by comparing   the calculated abundances to other independent estimates, including   chemical markers (pigments) and total bacterial cell counts by flow   cytometry. The internal standard approach allows us to quantitatively   estimate and compare marine microbial community profiles, with important   implications for linking environmental microbiomes to quantitative   processes such as metabolic and biogeochemical rates."
"ISI:000459710700001","2019","PLOS ONE","Temporal dynamics of bacterial and fungal communities during the   infection of Brassica rapa roots by the protist Plasmodiophora brassicae"," DIFFERENTIAL EXPRESSION ANALYSIS; RHIZOSPHERE MICROBIOME; JASMONIC ACID;   PATHOGEN; CANOLA; CLUBROOT; LIFE ;","The temporal dynamics of rhizosphere and root microbiota composition was   compared between healthy and infected Chinese cabbage plants by the   pathogen Plasmodiophora brassicae. When inoculated with P. brassicae,   disease was measured at five sampling dates from early root hair   infection to late gall development. The first symptoms of clubroot   disease appeared 14 days after inoculation (DAI) and increased   drastically between 14 and 35 DAI. The structure of microbial   communities associated to rhizosphere soil and root from healthy and   inoculated plants was characterized through high-throughput DNA   sequencing of bacterial (16S) and fungal (18S) molecular markers and   compared at each sampling date. In healthy plants, Proteobacteria and   Bacteroidetes bacterial phyla dominated the rhizosphere and root   microbiota of Chinese cabbage. Rhizosphere bacterial communities   contained higher abundances of Actinobacteria and Firmicutes compared to   the roots. Moreover, a drastic shift of fungal communities of healthy   plants occurred between the two last sampling dates, especially in plant   roots, where most of Ascomycota fungi dominated until they were replaced   by a fungus assigned to the Chytridiomycota phylum. Parasitic invasion   by P. brassicae disrupted the rhizosphere and root-associated community   assembly at a late step during the root secondary cortical infection   stage of clubroot disease. At this stage, Flavisolibacter and   Streptomyces in the rhizosphere, and Bacillus in the roots, were   drastically less abundant upon parasite invasion. Rhizosphere of plants   colonized by P. brassicae was significantly more invaded by the   Chytridiomycota fungus, which could reflect a mutualistic relationship   in this compartment between these two microorganisms."
"ISI:000458904200002","2019","PEERJ","Diverse microbial communities hosted by the model carnivorous pitcher   plant Sarracenia purpurea: analysis of both bacterial and eukaryotic   composition across distinct host plant populations","Carnivorous plant; Microbiome; Wetland plant; Bacteria; Nutrient   transformation; Microbial diversity; Eukaryotes; Ciliate; Fungi; Acari SEQUENCE DATA; FRESH-WATER; FLUID; PHYTOTELMATA; RESOURCE; HABITATS;   WETLAND; GROWTH; MITES; TOOL ;","Background. The pitcher plant Sarracenia purpurea supplements nutrient   acquisition through carnivory, capturing insect prey which are digested   by a food web community of eukaryotes and bacteria. While the food web   invertebrates are well studied, and some recent studies have   characterized bacteria, detailed genetic analysis of eukaryotic   diversity is lacking. This study aimed to compare eukaryotic and   bacterial composition and diversity of pitcher communities within and   between populations of host plants in nearby but distinct wetland   habitats, and to characterize microbial functions across populations and   in comparison with another freshwater community.   Methods. Pitcher fluid was sampled from the two wetlands, Cedarburg and   Sapa Bogs, community DNA was extracted, and 16S and 18S rRNA amplicons   were sequenced and data processed for community-level comparisons.   Results and Conclusions. Bacterial diversity in the small pitcher volume   rivaled that of larger aquatic communities. Between pitcher plant   populations, several bacterial families (Kiloniellaceae,   Acetobacteraceae, Xanthobacteraceae, Sanguibacteraceae, Oligoflexaceae,   Nitrosomonadaceae, Chromatiaceae, Saprospiraceae) were significantly   higher in one population. However, although predicted pitcher bacterial   functions were distinct from other freshwater communities, especially   for some amino acid metabolism, functions were similar across all the   pitchers in the two populations. This suggests some functional   redundancy among bacterial taxa, and that functions converge to achieve   similar food web processes. The sequencing identified a previously   under-appreciated high diversity of ciliates, Acari mites, fungi and   flagellates in pitcher communities; the most abundant sequences from   eukaryotic taxa were Oligohymenophorea ciliates, millipedes and   Ichthyosporea flagellates. Two thirds of taxa were identified as food   web inhabitants and less than one third as prey organisms. Although   eukaryotic composition was not significantly different between   populations, there were different species of core taxonomic groups   present in different pitchers-these differences may be driven by wetland   habitats providing different populations to colonize new pitchers.   Eukaryotic composition was more variable than bacterial composition, and   there was a poor relationship between bacterial and eukaryotic   composition within individual pitchers, suggesting that colonization by   eukaryotes may be more stochastic than for bacteria, and bacterial   recruitment to pitchers may involve factors other than prey capture and   colonization by eukaryotic food web inhabitants."
"ISI:000459090400014","2019","MICROBIAL PATHOGENESIS","Microbial biomarkers of common tongue coatings in patients with gastric   cancer","Gastric cancer; Tongue coating; Microbiome ORAL MICROBIOME; GLOBAL BURDEN; DIAGNOSIS; HEALTH ;","Purpose: The study aims to explore the characteristic microorganisms of   the common tongue coatings in patients with gastric cancer (GC).   Methods: A total of 115 GC patients were assigned to four groups:   White-thin coating (W-thin) group, White-thick coating (W-thick) group,   Yellow-thin coating (Y-thin) group and Yellow-thick coating (Y-thick)   group. Thirty-five healthy volunteers with White-thin coating were   recruit as controls. High-throughput sequencing was used to describe the   microbial community of the tongue coatings based on 16S rRNA and 18S   rRNA genes. Multi-factors statistical analysis was carried out to   present the microbial biomarkers of the tongue coating in GC patients.   Results: At bacterial phylum level, Saccharibacteria had higher relative   abundance in W-thick group than W-thin group, Proteobacteria was more   abundant in W-thin group than Y-thick group and less abundant in Y-thick   group than Y-thin group. At fungal genus level, Guehomyces and   Aspergillus presented to be significantly different among the common   tongue coatings. Forteen significantly increased taxa were sorted out as   the microbial biomarkers of common tongue coatings by LEfSe and ROC   analysis. At species level, bacterial Capnocytophaga leadbetteri and   fungal Ampelomyces\_sp\_IRAN\_1 may be the potential biomarkers of   W-thin coating, four bacterial species (Megasphaera micronuciformis,   Selenomonas sputigena ATCC 35185, Acinetobacter ursingii, Prevotella   maculosa) may be the potential biomarkers of W-thick coating. In   general, the white coatings held more complex commensal relationship   than the yellow coatings.   Conclusion: The common tongue coating owned characteristic   microorganisms and special commensal relationship in the GC patients."
"ISI:000457469100009","2019","ECOGRAPHY","Locality or habitat? Exploring predictors of biodiversity in Amazonia","biodiversity gradient; metabarcoding; operational taxonomic units (OTUs) SPECIES RICHNESS; COMMUNITY STRUCTURE; ANDEAN UPLIFT; DIVERSITY; FOREST;   PLANT; MICROBIOME; EVOLUTION; SEQUENCES; REGION ;","Amazonia is an environmentally heterogeneous and biologically   megadiverse region, and its biodiversity varies considerably over space.   However, existing knowledge on Amazonian biodiversity and its   environmental determinants stems almost exclusively from studies of   macroscopic above-ground organisms, notably vertebrates and trees. In   contrast, diversity patterns of most other organisms remain elusive,   although some of them, for instance microorganisms, constitute the   overwhelming majority of taxa in any given location, both in terms of   diversity and abundance. Here, we use DNA metabarcoding to estimate   prokaryote and eukaryote diversity in environmental soil and litter   samples from 39 survey plots in a longitudinal transect across Brazilian   Amazonia using 16S and 18S gene sequences, respectively. We characterize   richness and community composition based on operational taxonomic units   (OTUs) and test their correlation with longitude and habitat. We find   that prokaryote and eukaryote OTU richness and community composition   differ significantly among localities and habitats, and that prokaryotes   are more strongly structured by locality and habitat type than   eukaryotes. Our results 1) provide a first large-scale mapping of   Amazonian soil biodiversity, suggesting that OTU richness patterns might   follow substantially different patterns from those observed for   macro-organisms; and 2) indicate that locality and habitat factors   interact in determining OTU richness patterns and community composition.   This study shows the potential of DNA metabarcoding in unveiling   Amazonia's outstanding diversity, despite the lack of complete reference   sequence databases for the organisms sequenced."
"ISI:000455810200056","2019","PLOS ONE","Oral Candida administration in a Clostridium difficile mouse model   worsens disease severity but is attenuated by Bifidobacterium"," INTESTINAL FUNGI; GUT MICROBIOME; COLONIZATION; MICE; ANTIBIOTICS;   NORVEGENSIS; INCONSPICUA; TOXIN ;","Gut fungi may influence the course of Clostridium difficile infection   either positively or negatively for the host. Fungi are not prominent in   the mouse gut, and C. albicans, the major human gastrointestinal   commensal yeast, is in low abundance or absent in mice. Bifidobacterium   is one of the probiotics that may attenuate the severity of C. difficile   infection. Inflammatory synergy between C. albicans and C. difficile, in   gut, may provide a state that more closely resembles human infection and   be more suitable for testing probiotic effects. We performed fecal   mycobiota analysis and administered C. albicans at 1 day prior to C.   difficile dosing. Fecal eukaryotic 18S rDNA analysis demonstrated the   presence of Ascomycota, specifically, Candida spp., after oral   antibiotics, despite negative fecal fungal culture. C. albicans   administration enhanced the severity of the C. difficile infection model   as determined by mortality rate, weight loss, gut leakage (FITC-dextran   assay), and serum and intestinal tissue cytokines. This occurred without   increased fecal C. difficile or bacteremia, in comparison with C.   difficile gavage alone. Candida lysate with C. difficile increased IL-8   production from HT-29 and Caco-2 human intestinal epithelial cell-lines.   Bifidobacterium attenuated the disease severity of the C. difficile plus   Candida model. The reduced severity was associated with decreased   Candida burdens in feces. In conclusion, gut C. albicans worsened C.   difficile infection, possibly through exacerbation of inflammation.   Hence, a mouse model of Clostridium difficile infection with C. albicans   present in the gut may better model the human patient condition. Gut   fungal mycobiome investigation in patients with C. difficile is   warranted and may suggest therapeutic targets."
"ISI:000456838800012","2019","JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY","Zinc Ions Affect Siderophore Production by Fungi Isolated from the Panax   ginseng Rhizosphere","Root-associated fungi; siderophore; Zn2+; Penicillium commune IRON ;","Although siderophore compounds are mainly biosynthesized as a response   to iron deficiency in the environment, they also bind with other metals.   A few studies have been conducted on the impact of heavy metals on the   siderophore-mediated iron uptake by microbiome. Here, we investigated   siderophore production by a variety of rhizosphere fungi under different   concentrations of Zn2+ ion. These strains were specifically isolated   from the rhizosphere of Panax ginseng (Korean ginseng). The siderophore   production of isolated fungi was investigated with chrome azurol S (CAS)   assay liquid media amended with different concentrations of Zn2+ (50 to   250 mu g/ml). The percentage of siderophore units was quantified using   the ultra-violet (UV) irradiation method. The results indicated that   high concentrations of Zn2+ ion increase the production of siderophore   in iron-limited cultures. Maximum siderophore production by the fungal   strains was detected at Zn2+ ion concentration of 150 mu g/ml except for   Mortierella sp., which had the highest siderophore production at 200 mu   g/ml. One potent siderophore-producing strain (Penicillium sp. JJHO) was   strongly influenced by the presence of Zn2+ ions and showed high   identity to P. commune (100\% using 18S-rRNA sequencing). The purified   siderophores of the Penicillium sp. JJHO strain were chemically   identified using UV, Fourier-transform infrared spectroscopy (FTIR), and   matrix-assisted laser desorption/ionization time-of-flight mass   spectrometer (MALDI-TOF-MS) spectra."
"ISI:000445164800049","2019","SCIENCE OF THE TOTAL ENVIRONMENT","Long-term farming systems modulate multi-trophic responses","Soil health; Sustainability; Fungi; Nematode; Protist community; Soil   web SOIL MICROBIAL COMMUNITIES; NEMATODE COMMUNITIES; CHITIN AMENDMENT;   PLANT-PATHOGENS; DIVERSITY; FUNGAL; SUPPRESSIVENESS; BIODIVERSITY;   BIOMASS; HEALTH ;","Soil microbiome andmulti-trophic relationships are essential for the   stability and functioning of agroecosystems. However, little is known   about how farming systems and alternative methods for controlling plant   pathogens modulate microbial communities, soil mesofauna and plant   productivity. In this study, we assessed the composition of eukaryotic   microbial groups using a high-throughput sequencing approach (18S rRNA   gene marker), the populations of parasitic and free-living nematodes,   plant productivity and their inter-relationships in long-term   conventional and organic farming systems. The diversity of the fungal   community increased in the organic farming system compared to the   conventional farming system, whereas the diversity of the protist   community was similar between the two farming systems. Compared to   conventional farming, organic farming increased the population of   free-living nematodes and suppressed plant parasitic nematodes belonging   to Meloidogynidae and Pratylenchidae. Fungal diversity and community   structure appeared to be related to nematode suppression in the system   receiving organic fertilizer, which was characterized by component   microbial groups known to be involved in the suppression of soil   pathogens. Unraveling the microbiome and multi-trophic interactions in   different farming systems may permit the management of the soil   environment toward more sustainable control of plant pathogens. (C) 2018   The Authors. Published by Elsevier B.V."
"ISI:000454158300001","2018","MICROBIOME","Design and application of a novel two-amplicon approach for defining   eukaryotic microbiota","Microbiome; Eukaryotes; Parasites; Next-generation sequencing; Amplicon   sequencing; Malnutrition MULTIPLE SEQUENCE ALIGNMENT; PROTECTIVE IMMUNE-RESPONSE; REAL-TIME PCR;   ENTAMOEBA-HISTOLYTICA; PERSISTENT DIARRHEA; MOLECULAR-IDENTIFICATION;   INTESTINAL PARASITES; ZAMBIAN CHILDREN; STOOL SAMPLES; GUT ;","BackgroundDue to a lack of systematic diagnostics, our understanding of   the diversity and role of eukaryotic microbiota in human health is   limited. While studies have shown fungal communities to be significant   modulators of human health, information on the prevalence of taxa such   as protozoa and helminths has been limited to a small number of species   for which targeted molecular diagnostics are available. To probe the   diversity of eukaryotic microbes and their relationships with other   members of the microbiota, we applied in silico and experimental   approaches to design a novel two-amplicon surveillance tool, based on   sequencing regions of ribosomal RNA genes and their internal transcribed   spacers. We subsequently demonstrated the utility of our approach by   characterizing the eukaryotic microbiota of 46 hospitalized Malawian   children suffering from Severe Acute Malnutrition (SAM).ResultsThrough   in silico analysis and validation on a diverse panel of eukaryotes, we   identified 18S rRNA variable genetic regions 4 and 5 (18S V4V5),   together with a region encoding 28S rRNA variable genetic region 2 and   the internal transcribed spacers (transITS), as optimal for the   systematic classification of eukaryotes. Sequencing of these regions   revealed protozoa in all stool samples from children with SAM and   helminths in most, including several eukaryotes previously implicated in   malnutrition and diarrheal disease. Clinical comparisons revealed no   association between protozoan parasites and diarrhea or HIV reactivity.   However, the presence of Blastocystis correlated with bacterial alpha   diversity and increased abundance of specific taxa, including   Sporobacter, Cellulosibacter, Oscillibacter, and Roseburia.ConclusionWe   suggest this novel two-ampliconbased strategy will prove an effective   tool to deliver new insights into the role of eukaryotic microbiota in   health and disease."
"ISI:000453627300002","2018","MICROBIOME","Signatures within the esophageal microbiome are associated with host   genetics, age, and disease","Esophagus; Microbiota; Community types; Metagenomics; Single nucleotide   polymorphisms BARRETTS; ADENOCARCINOMA; COLONIZATION ;","BackgroundThe esophageal microbiome has been proposed to be involved in   a range of diseases including the esophageal adenocarcinoma cascade;   however, little is currently known about its function and relationship   to the host. Here, the esophageal microbiomes of 106 prospectively   recruited patients were assessed using 16S rRNA and 18S rRNA amplicon   sequencing as well as shotgun sequencing, and associations with age,   gender, proton pump inhibitor use, host genetics, and disease were   tested.ResultsThe esophageal microbiome was found to cluster into   functionally distinct community types (esotypes) defined by the relative   abundances of Streptococcus and Prevotella. While age was found to be a   significant factor driving microbiome composition, bacterial signatures   and functions such as enrichment with Gram-negative oral-associated   bacteria and microbial lactic acid production were associated with the   early stages of the esophageal adenocarcinoma cascade. Non-bacterial   microbes such as archaea, Candida spp., and bacteriophages were also   identified in low abundance in the esophageal microbiome. Specific host   SNPs in NOTCH2, STEAP2-AS1, and NREP were associated with the   composition of the esophageal microbiome in our cohort.ConclusionsThis   study provides the most comprehensive assessment of the esophageal   microbiome to date and identifies novel signatures and host markers that   can be investigated further in the context of esophageal adenocarcinoma   development."
"ISI:000452026700001","2018","FRONTIERS IN MICROBIOLOGY","Multiple Strategies for Light-Harvesting, Photoprotection, and Carbon   Flow in High Latitude Microbial Mats","Arctic; microbiome; cyanobacteria; rhodopsin; pigment; biofilm PIGMENT STRUCTURE; SINGLE-CELL; DIVERSITY; GROWTH; COMMUNITIES;   BACTERIA; ECOSYSTEMS; PHOTOTROPHS; SEDIMENTS; RATES ;","Microbial mats are ubiquitous in polar freshwater ecosystems and sustain   high concentrations of biomass despite the extreme seasonal variations   in light and temperature. Here we aimed to resolve genomic adaptations   for light-harvesting, bright-light protection, and carbon flow in mats   that undergo seasonal freeze-up. To bracket a range of communities in   shallow water habitats, we sampled cyanobacterial mats in the thawed   littoral zone of two lakes situated at the northern and southern limits   of the Canadian Arctic permafrost zone. We applied a multiphasic   approach using pigment profiles from high performance liquid   chromatography, Illumina MiSeq sequencing of the 16S and 18S rRNA genes,   and metagenomic analysis. The mats shared a taxonomic and functional   core microbiome, dominated by oxygenic cyanobacteria with   light-harvesting and photoprotective pigments, bacteria with   bacteriochlorophyll, and bacteria with light-driven Type I rhodopsins.   Organisms able to use light for energy related processes represented up   to 85\% of the total microbial community, with 15-30\% attributable to   cyanobacteria and 55-70\% attributable to other bacteria. The proportion   of genes involved in anaplerotic CO2 fixation was greater than for genes   associated with oxygenic photosynthesis. Diverse heterotrophic bacteria,   eukaryotes (including metazoans and fungi) and viruses co-occurred in   both communities. The results indicate a broad range of strategies for   capturing sunlight and CO2 , and for the subsequent flow of energy and   carbon in these complex, light-driven microbial ecosystems."
"ISI:000460301500006","2018","ANIMAL","Review: The application of omics to rumen microbiota function","rumen; microbial; metagenomics; metatranscriptomics; taxonomy DE-NOVO ASSEMBLER; RIBOSOMAL-RNA; COMMUNITY STRUCTURE; ARCHAEAL   COMMUNITY; METHANE EMISSIONS; HOLSTEIN COWS; SEQUENCE DATA; BOVINE   RUMEN; SINGLE-CELL; GENE ;","Rumen microbiome profiling uses 16S rRNA (18S rRNA, internal transcribed   spacer) gene sequencing, a method that usually sequences a small portion   of a single gene and is often biased and varies between different   laboratories. Functional information can be inferred from this data, but   only for those that are closely related to known annotated species, and   even then may not truly reflect the function performed within the   environment being studied. Genome sequencing of isolates and   metagenome-assembled genomes has now reached a stage where   representation of the majority of rumen bacterial genera are covered,   but this still only represents a portion of rumen microbial species. The   creation of a microbial genome (bins) database with associated   functional annotations will provide a consistent reference to allow   mapping of RNA-Seq reads for functional gene analysis from within the   rumen microbiome. The integration of multiple omic analytics is linking   functional gene activity, metabolic pathways and rumen metabolites with   the responsible microbiota, supporting our biological understanding of   the rumen system. The application of these techniques has advanced our   understanding of the major microbial populations and functional pathways   that are used in relation to lower methane emissions, higher feed   efficiencies and responses to different feeding regimes. Continued and   more precise use of these tools will lead to a detailed and   comprehensive understanding of compositional and functional capacity and   design of techniques for the directed intervention and manipulation of   the rumen microbiota towards a desired state."
"ISI:000453616500001","2018","MICROBIOLOGYOPEN","Microbial effects of livestock manure fertilization on freshwater   aquaculture ponds rearing tilapia (Oreochromis shiranus) and North   African catfish (Clarias gariepinus)","16S rRNA; 18S rRNA; African catfish; antibiotic resistance genes;   aquaculture; fish microbiome; freshwater ecology; metagenomics;   microbiome; tilapia ANTIBIOTIC-RESISTANCE; GUT MICROBIOME; GROWTH; FISH; PROBIOTICS;   RENDALLI; SURVIVAL; DIVERSITY; FISHERIES; CLARIIDAE ;","The majority of seafood is farmed, with most finfish coming from   freshwater ponds. Ponds are often fertilized to promote microbial   productivity as a natural feed source to fish. To understand if pond   fertilization with livestock manure induces a probiotic or prebiotic   effect, we communally reared tilapia (Oreochromis shiranus), and North   African catfish (Clarias gariepinus), for 4 weeks under seven manure   treatments including layer chicken, broiler chicken, guinea fowl, quail,   pig, cow, vs. commercial feed to evaluate microbial community dynamics   of the manure, pond water, and fish feces using 16S and 18S rRNA marker   genes along with metagenome sequencing. Catfish growth, but not tilapia,   was positively associated with plankton abundance (p = 0.0006, R-2 =   0.4887) and greatest in ponds fertilized with quail manure (ANOVA, p <   0.05). Manure was unique and influenced the 16S microbiome in pond   water, tilapia gut, and catfish gut and 18S community in pond water and   catfish guts (PERMANOVA, p = 0.001). On average, 18.5\%, 18.6\%, and   45.3\% of manure bacteria sOTUs, (sub-operational taxonomic units), were   present in the water column, catfish feces, and tilapia feces which   comprised 3.7\%, 12.8\%, and 10.9\% of the total microbial richness of   the communities, respectively. Antibiotic resistance genes were highest   in the manure and water samples followed by tilapia feces and lowest in   catfish feces (p < 0.0001). In this study, we demonstrate how the   bacterial and eukaryotic microbial composition of fish ponds are   influenced by specific livestock manure inputs and that the gut   microbiome of tilapia is more sensitive and responsive than catfish to   these changes. We conclude that animal manure used as fertilizer induces   a primarily prebiotic effect on the pond ecosystem rather than a direct   probiotic effect on fish."
"ISI:000450781600015","2018","ISME JOURNAL","Microbial connectivity and sorting in a High Arctic watershed"," RIBOSOMAL-RNA; COMMUNITY STRUCTURE; ECOLOGICAL IMPLICATIONS;   FRESH-WATER; SNOW COVER; LAKES; ECOSYSTEMS; DIVERSITY; SEQUENCES;   CLIMATE ;","Aquatic ecosystems in the High Arctic are facing unprecedented changes   as a result of global warming effects on the cryosphere. Snow pack is a   central feature of northern landscapes, but the snow microbiome and its   microbial connectivity to adjacent and downstream habitats have been   little explored. To evaluate these aspects, we sampled along a   hydrologic continuum at Ward Hunt Lake (latitude 83 degrees N) in the   Canadian High Arctic, from snow banks, water tracks in the permafrost   catchment, the upper and lower strata of the lake, and the lake outlet   and its coastal marine mixing zone. The microbial communities were   analyzed by high-throughput sequencing of 16 and 18S rRNA to determine   the composition of potentially active Bacteria, Archaea and microbial   Eukarya. Each habitat had distinct microbial assemblages, with highest   species richness in the subsurface water tracks that connected the   melting snow to the lake. However, up to 30\% of phylotypes were shared   along the hydrologic continuum, showing that many taxa originating from   the snow can remain in the active fraction of downstream microbiomes.   The results imply that changes in snowfall associated with climate   warming will affect microbial community structure throughout all   spatially connected habitats within snow-fed polar ecosystems."
"ISI:000451351000061","2018","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF   AMERICA","A long-term survey unveils strong seasonal patterns in the airborne   microbiome coupled to general and regional atmospheric circulations","LTER; aeroplankton; bioaerosols; intercontinental dispersal; microbial   forensics BACTERIAL COMMUNITIES; TEMPORAL VARIABILITY; BIOGEOGRAPHY; DISPERSAL;   DIVERSITY; DUST; MICROORGANISMS; VIABILITY; NEED; AIR ;","Airborne microbes (bacteria, archaea, protists, and fungi) were surveyed   over a 7-y period via high-throughput massive sequencing of 16S and 18S   rRNA genes in rain and snow samples collected fortnightly at a   high-elevation mountain Long-Term Ecological Research (LTER) Network   site (LTER-Aiguestortes, Central Pyrenees, Spain). This survey   constitutes the most comprehensive mountain-top aerobiology study   reported to date. The air mass origins were tracked through modeled   back-trajectories and analysis of rain water chemical composition.   Consistent microbial seasonal patterns were observed with highly   divergent summer and winter communities recurrent in time. Indicative   microbial taxa were unveiled as a forensic signature, and ubiquitous   taxa were observed as common atmosphere inhabitants, highlighting   aerosols as a potentially successful mechanism for global microbial   dispersal. Source-tracking analyses identified freshwater, crop-land,   and urban biomes as the most important sources for airborne bacteria in   summer, while marine and forest biomes prevailed in winter, in agreement   with air mass retrotrajectories and the prevailing general and regional   atmospheric circulation."
"ISI:000457486400001","2018","FRONTIERS IN MARINE SCIENCE","Microbial and Small Eukaryotes Associated With Reefs in the Upper Gulf   of Thailand","diversity; fungi; microbiome; 18S rRNA gene; coral CORAL; COMMUNITIES; BACTERIAL ;","Reef sites of Ko Samae San (S), Khao Ma Cho (K) and Ko Tao Mo (T) in the   upper Gulf of Thailand have abundant corals and represent a hotspot of   marine biodiversity. Coral reefs serve as major networks of food and   energy, where bacteria, microbial eukaryotes (fungi) and small   eukaryotes play significant roles as primary producers that convert   inorganic compounds to organic compounds, degraders of toxic substances,   and recyclers. These functions sustain food and energy supplies.   Advances in metagenomics and next-generation sequencing can provide   knowledge of diversity without limitations imposed by media and other   conditions associated with laboratory cultures. Scientists have   researched bacterial diversity of coral sites; however, a database for   fungi and small eukaryotes from Thailand's sites with abundant corals is   lacking. The present study combined fungal ribosomal intergenic spacer   analysis (F-RISA) and 18S rRNA gene sequencing to unveil the first   culture-independent microbial and small eukaryotes from these sites at   two times and across four species of coral (Porites lutea, Platygyra   sinensis, Acropora humilis, and Acropora millepora), seawater and   sediment. Results showed that the small eukaryotic communities on corals   were distinct from communities in the surrounding seawater and sediment.   The communities were relatively similar at the three sites and during   the two periods of time. Pearson's correlations indicated the community   diversity were associated with water quality (e.g., dissolved oxygen   concentrations and density of water)."
